0,210000,2.0
1,110000,2.0
1,120000,2.0
1,220000,1.0
2,110000,1.0
2,120000,2.0
2,210000,0.0
3,120000,2.0
3,210000,2.0
3,220000,1.0
4,210000,1.5
5,120000,2.0
6,110000,1.0
6,210000,1.0
7,110000,1.5
7,120000,1.5
8,210000,0.0
9,110000,1.3333333333333333
9,120000,1.0
10,110000,1.0
10,210000,1.0
10,220000,1.0
11,110000,0.5
11,210000,1.0
11,220000,1.0
12,110000,2.0
12,210000,1.6666666666666667
13,120000,0.0
13,210000,1.0
13,220000,1.0
14,210000,1.0
15,110000,1.75
15,210000,2.0
16,210000,1.5
17,110000,2.0
17,210000,0.5
17,220000,1.0
18,110000,1.3333333333333333
18,120000,1.0
19,110000,2.0
19,210000,2.0
20,110000,2.0
20,220000,2.0
21,220000,2.0
22,110000,1.3333333333333333
22,120000,1.0
22,210000,1.0
23,110000,0.0
23,120000,0.6666666666666666
23,220000,2.0
24,210000,0.0
24,220000,1.0
25,120000,1.0
25,210000,2.0
25,220000,2.0
26,120000,1.0
26,210000,1.75
27,120000,2.0
27,210000,0.0
27,220000,0.0
28,120000,0.75
28,210000,0.0
29,120000,2.0
29,210000,1.0
29,220000,1.0
30,110000,2.0
30,210000,1.0
30,220000,1.0
31,120000,1.5
31,210000,1.0
32,120000,1.0
32,210000,1.0
32,220000,1.0
33,110000,2.0
33,120000,2.0
33,210000,1.5
34,110000,1.0
34,120000,1.0
34,220000,0.0
35,110000,1.6666666666666667
35,120000,1.0
35,220000,1.0
36,110000,2.0
36,210000,0.0
37,110000,2.0
37,120000,0.0
37,210000,2.0
37,220000,1.0
38,110000,1.0
38,120000,1.0
38,210000,1.0
39,110000,2.0
39,210000,1.0
39,220000,0.0
40,110000,1.5
40,120000,0.0
41,120000,1.0
42,110000,0.0
42,220000,1.0
43,110000,2.0
43,210000,2.0
44,110000,2.0
44,120000,0.0
44,220000,1.0
45,110000,2.0
46,110000,1.0
46,210000,0.5
46,220000,2.0
47,110000,2.0
48,120000,0.0
48,210000,0.0
48,220000,1.0
49,110000,1.0
49,120000,2.0
49,210000,1.0
49,220000,1.0
50,110000,1.0
50,120000,0.0
50,210000,1.0
51,120000,0.0
51,220000,1.0
52,120000,1.0
52,220000,0.0
53,110000,2.0
53,120000,2.0
53,210000,2.0
54,120000,1.0
54,210000,1.0
54,220000,2.0
55,120000,1.5
55,210000,1.0
56,110000,0.0
56,210000,1.3333333333333333
57,110000,2.0
57,210000,1.0
58,110000,1.0
58,210000,2.0
58,220000,0.0
59,110000,2.0
61,120000,1.0
61,210000,1.0
61,220000,1.0
62,110000,2.0
62,210000,0.0
62,220000,2.0
63,110000,1.0
64,220000,0.0
65,110000,1.0
65,120000,2.0
66,110000,2.0
66,120000,1.0
66,220000,0.0
67,110000,0.0
67,120000,0.0
67,210000,0.6666666666666666
68,110000,2.0
68,120000,2.0
68,210000,2.0
68,220000,2.0
69,110000,1.0
69,220000,1.0
70,210000,0.0
70,220000,0.0
71,120000,1.5
71,210000,0.0
71,220000,0.0
72,120000,2.0
72,210000,2.0
73,110000,1.0
73,210000,0.0
74,210000,1.0
75,120000,2.0
75,210000,2.0
75,220000,1.0
76,110000,2.0
76,120000,1.0
76,210000,0.0
76,220000,1.0
77,110000,0.0
77,120000,1.3333333333333333
78,110000,2.0
78,120000,1.0
78,210000,0.0
79,110000,0.0
79,210000,1.0
79,220000,0.5
80,120000,1.3333333333333333
80,210000,0.0
80,220000,2.0
81,110000,1.0
81,210000,1.0
81,220000,1.5
82,110000,1.0
82,120000,0.0
82,210000,2.0
82,220000,0.0
83,110000,2.0
83,120000,1.0
83,210000,2.0
83,220000,1.0
84,110000,1.6666666666666667
84,120000,2.0
84,220000,1.0
85,110000,1.0
85,210000,1.0
85,220000,1.0
86,110000,2.0
86,120000,1.0
86,210000,0.5
87,110000,0.0
87,120000,0.0
87,210000,0.0
88,110000,2.0
88,210000,1.5
89,110000,2.0
89,120000,2.0
89,210000,2.0
90,210000,2.0
90,220000,2.0
91,120000,1.0
91,210000,1.5
91,220000,0.0
92,110000,2.0
92,210000,2.0
92,220000,1.5
93,120000,2.0
93,210000,1.6666666666666667
93,220000,2.0
94,120000,1.5
94,210000,2.0
94,220000,1.0
95,220000,1.0
96,120000,1.5
96,210000,2.0
96,220000,2.0
97,120000,1.0
97,210000,1.5
97,220000,1.0
98,110000,2.0
98,220000,2.0
99,110000,2.0
99,120000,1.0
99,210000,1.5
99,220000,1.0
100,110000,2.0
100,120000,1.0
100,210000,1.0
101,120000,2.0
101,210000,1.0
101,220000,1.0
102,110000,1.0
103,110000,1.0
103,210000,1.0
104,110000,1.3333333333333333
104,120000,1.5
105,110000,1.0
105,120000,1.0
105,210000,0.0
106,110000,1.0
106,120000,2.0
106,210000,2.0
106,220000,1.0
107,110000,2.0
107,120000,0.0
107,220000,2.0
108,110000,1.0
108,120000,0.0
108,210000,2.0
108,220000,1.0
109,110000,1.0
109,120000,0.5
109,210000,1.0
110,110000,1.0
110,210000,1.0
111,120000,1.0
111,210000,2.0
112,120000,1.0
112,210000,1.0
113,110000,2.0
113,120000,0.0
113,210000,0.0
113,220000,0.0
114,110000,1.5
114,120000,2.0
114,210000,1.0
115,110000,2.0
115,120000,2.0
115,210000,0.0
115,220000,0.0
116,110000,1.6666666666666667
116,120000,0.0
117,120000,2.0
118,210000,0.5
118,220000,1.0
119,210000,0.5
119,220000,1.0
120,120000,2.0
120,210000,0.0
121,110000,1.0
121,120000,1.0
122,120000,1.3333333333333333
122,210000,2.0
123,110000,2.0
123,220000,1.0
124,110000,2.0
124,210000,2.0
124,220000,2.0
125,110000,0.0
125,120000,1.0
125,210000,1.0
126,120000,1.3333333333333333
126,210000,0.0
127,110000,1.0
127,120000,2.0
127,210000,0.3333333333333333
128,120000,1.0
129,110000,0.0
129,210000,0.3333333333333333
130,210000,1.0
130,220000,2.0
131,110000,1.0
132,110000,1.5
132,120000,1.0
132,210000,2.0
132,220000,1.0
133,110000,1.6666666666666667
133,210000,0.0
134,110000,1.0
134,120000,2.0
135,120000,1.5
135,210000,1.5
136,110000,2.0
136,210000,2.0
137,120000,1.3333333333333333
137,210000,2.0
138,110000,1.0
138,120000,0.0
138,210000,0.0
138,220000,1.0
139,210000,2.0
140,110000,1.5
140,210000,1.5
141,120000,1.5
141,210000,1.5
141,220000,1.0
142,110000,1.0
142,210000,1.0
142,220000,1.0
143,120000,2.0
143,210000,2.0
143,220000,0.0
144,110000,0.5
144,210000,0.0
145,110000,1.0
145,120000,0.0
145,210000,0.0
146,110000,2.0
146,120000,2.0
146,210000,2.0
147,110000,1.0
147,120000,1.0
147,220000,1.0
148,110000,2.0
148,120000,1.0
148,210000,1.3333333333333333
149,110000,2.0
149,120000,2.0
149,210000,2.0
150,110000,2.0
151,110000,1.3333333333333333
152,120000,1.0
152,210000,2.0
153,110000,1.0
153,120000,2.0
153,220000,1.0
154,120000,2.0
155,110000,1.0
155,210000,0.5
156,110000,0.0
156,210000,1.5
157,210000,1.0
157,220000,1.0
158,120000,2.0
158,210000,2.0
158,220000,1.5
159,120000,1.0
159,220000,1.0
160,110000,1.0
160,210000,2.0
160,220000,1.0
161,110000,1.0
161,120000,0.5
161,220000,1.0
162,110000,2.0
162,210000,2.0
162,220000,1.0
163,110000,2.0
163,210000,1.0
163,220000,1.0
164,110000,1.0
164,210000,1.5
164,220000,0.0
165,120000,1.0
165,210000,0.0
165,220000,0.0
166,220000,0.0
167,110000,1.0
167,120000,1.0
167,210000,2.0
167,220000,1.0
168,120000,1.0
168,210000,0.5
168,220000,1.0
169,120000,2.0
169,210000,1.25
170,110000,0.0
170,120000,0.6666666666666666
170,210000,2.0
171,220000,2.0
172,110000,0.0
173,110000,2.0
173,210000,2.0
173,220000,1.0
174,110000,1.0
174,120000,1.0
174,210000,0.5
175,110000,2.0
175,120000,0.0
175,220000,1.0
176,110000,2.0
176,210000,2.0
177,110000,1.0
177,120000,0.0
178,110000,2.0
178,210000,1.5
178,220000,1.0
179,110000,1.5
179,220000,1.5
180,210000,0.0
181,110000,1.5
181,220000,1.0
182,110000,1.0
182,120000,1.0
182,220000,0.0
183,110000,2.0
183,210000,2.0
184,120000,2.0
185,110000,0.6666666666666666
186,110000,2.0
186,220000,1.0
187,110000,2.0
187,210000,2.0
187,220000,2.0
188,110000,1.5
188,210000,2.0
188,220000,1.3333333333333333
189,110000,2.0
189,120000,2.0
189,210000,2.0
190,110000,2.0
190,120000,1.5
190,220000,1.0
191,120000,1.5
192,120000,2.0
192,210000,0.3333333333333333
192,220000,0.0
193,110000,0.5
193,120000,0.0
193,220000,0.0
194,110000,2.0
194,120000,2.0
194,220000,0.0
195,110000,1.0
195,210000,1.0
195,220000,0.0
196,210000,2.0
196,220000,2.0
197,120000,1.0
198,120000,1.5
198,220000,1.0
199,210000,1.75
200,110000,2.0
200,220000,1.5
201,110000,2.0
201,210000,1.0
202,110000,0.0
202,120000,1.0
202,210000,1.0
203,110000,0.0
203,120000,2.0
203,210000,1.0
203,220000,0.0
204,210000,0.0
204,220000,1.0
205,110000,1.3333333333333333
205,120000,2.0
205,220000,1.0
