A2V8WP19CYR0H3,200,2.0
A2YG8SJW6YRQAT,100,1.0
A2YG8SJW6YRQAT,202,2.0
A2YG8SJW6YRQAT,211,2.0
A2YG8SJW6YRQAT,212,2.0
A34L4JED8UAIXC,200,0.0
A34L4JED8UAIXC,203,2.0
A34L4JED8UAIXC,212,2.0
A14V0QYZOJJATJ,101,1.0
A14V0QYZOJJATJ,200,2.0
A14V0QYZOJJATJ,203,2.0
A2N3XDC5IMA314,101,1.0
A2N3XDC5IMA314,203,2.0
AZACNY1H74YWS,212,2.0
A28JIPBK8BEKHS,100,1.0
A28JIPBK8BEKHS,101,1.0
A34SUZWGLXIWM8,100,1.0
A34SUZWGLXIWM8,101,1.0
A34SUZWGLXIWM8,200,0.0
A34SUZWGLXIWM8,211,2.0
A35BY30TC8WCL4,202,0.0
A2P28MB7IEM5VB,100,1.0
A2P28MB7IEM5VB,202,1.0
A2P28MB7IEM5VB,211,2.0
A3W6T1WDYXMR3,101,1.0
A3W6T1WDYXMR3,203,0.5
AV3GP5YAMSMSL,100,1.0
AV3GP5YAMSMSL,101,1.0
AV3GP5YAMSMSL,202,1.0
AV3GP5YAMSMSL,211,0.0
AMSWIR4J9XEIJ,101,1.0
AMSWIR4J9XEIJ,200,2.0
AMSWIR4J9XEIJ,203,2.0
AMSWIR4J9XEIJ,212,2.0
A11S8IAAVDXCUS,100,0.5
A11S8IAAVDXCUS,203,1.0
A36NXCGATFXEV1,203,1.0
A36NXCGATFXEV1,222,0.0
A3D5VAUXFDBM3Z,101,2.0
A3D5VAUXFDBM3Z,200,2.0
A3D5VAUXFDBM3Z,202,2.0
A3D5VAUXFDBM3Z,212,1.5
ACRIAJH3VFZR,100,1.0
ACRIAJH3VFZR,202,2.0
A330JJZGJL7IG2,100,0.5
A330JJZGJL7IG2,101,0.0
A330JJZGJL7IG2,200,2.0
A3N8MC9JZWS4WX,200,1.0
A3N8MC9JZWS4WX,202,2.0
A3N8MC9JZWS4WX,203,1.5
A22EBS1RWGEDGF,200,2.0
A22EBS1RWGEDGF,202,2.0
A22EBS1RWGEDGF,203,2.0
A22EBS1RWGEDGF,212,2.0
A22EBS1RWGEDGF,222,2.0
ASTDBTVY3WP1K,100,2.0
ASTDBTVY3WP1K,203,2.0
AHJGJ2J15SEHY,203,1.0
A249TNDSY03Z7Y,100,1.0
A249TNDSY03Z7Y,202,1.0
A249TNDSY03Z7Y,203,1.0
A249TNDSY03Z7Y,211,2.0
A2FBXVIBVLPPI4,203,0.75
A2FBXVIBVLPPI4,212,0.0
A4TF7BTV9SM06,100,1.0
A4TF7BTV9SM06,101,0.0
A4TF7BTV9SM06,200,0.0
A4TF7BTV9SM06,203,0.0
A1POZ8CU7KPXN1,101,1.0
A1POZ8CU7KPXN1,202,2.0
A1POZ8CU7KPXN1,203,2.0
A1POZ8CU7KPXN1,212,2.0
A2C7VUFGB8WGCG,100,1.0
A2C7VUFGB8WGCG,202,2.0
A2C7VUFGB8WGCG,203,2.0
A2LV5432PV1S39,100,0.0
A2LV5432PV1S39,101,1.0
A2LV5432PV1S39,203,0.0
A2LV5432PV1S39,211,2.0
A2YGAEODJ5SSF6,100,0.0
A2YGAEODJ5SSF6,101,0.0
A2YGAEODJ5SSF6,200,0.0
A2YGAEODJ5SSF6,203,1.5
A1TK0ZMZ571GG0,100,1.5
A1TK0ZMZ571GG0,203,2.0
A1TK0ZMZ571GG0,211,0.0
A27LGC4MU1R7PQ,101,1.0
A27LGC4MU1R7PQ,203,1.0
A27LGC4MU1R7PQ,212,2.0
A2OFN0A5CPLH57,100,1.0
A2OFN0A5CPLH57,203,1.5
A2J5N770I859WE,100,1.0
A2J5N770I859WE,101,1.0
A2J5N770I859WE,200,2.0
A2MCRVU8I9VNHG,100,1.0
A2MCRVU8I9VNHG,200,2.0
A2MCRVU8I9VNHG,202,2.0
A2MCRVU8I9VNHG,203,2.0
A2R0YYUAWNT7UD,101,0.5
A2R0YYUAWNT7UD,211,1.0
A2FV7KXQ96EO9O,101,1.0
A2FV7KXQ96EO9O,200,2.0
A2FV7KXQ96EO9O,203,1.5
A2FV7KXQ96EO9O,212,1.0
A2TT6FAIWFD25N,101,2.0
A2TT6FAIWFD25N,200,0.0
AVVXFDH5UUYLT,200,2.0
AVVXFDH5UUYLT,202,2.0
AVVXFDH5UUYLT,203,0.5
AOO39X8E3OJYY,100,1.0
AOO39X8E3OJYY,101,1.0
AOO39X8E3OJYY,202,1.0
AOO39X8E3OJYY,203,1.0
AOO39X8E3OJYY,212,1.0
A113VF9XGFZPR7,100,1.0
A113VF9XGFZPR7,200,0.0
A113VF9XGFZPR7,211,1.0
A10H1H4FU0S098,202,1.0
A10H1H4FU0S098,203,0.0
A10H1H4FU0S098,212,2.0
A23H9Y6D4J1HFA,203,1.0
A1Q7VWUBIJOK17,101,1.0
A1Q7VWUBIJOK17,211,0.0
A1Q7VWUBIJOK17,222,2.0
A20Z93OKJOUZES,200,2.0
A20Z93OKJOUZES,202,2.0
A20Z93OKJOUZES,203,2.0
A20Z93OKJOUZES,212,2.0
A3J6DBTEFYQCCQ,101,0.0
A3J6DBTEFYQCCQ,203,2.0
A3J6DBTEFYQCCQ,211,0.0
A2SWQM5X54P1O5,202,2.0
APLBF6JY2C1QZ,100,0.5
APLBF6JY2C1QZ,202,1.0
APLBF6JY2C1QZ,203,2.0
AHRQAISLH4OE1,202,2.0
AHRQAISLH4OE1,222,0.0
ALVYWY7B2VF9Y,100,0.5
ALVYWY7B2VF9Y,203,1.0
A3GTLCTTVIMPOL,101,1.0
A3GTLCTTVIMPOL,200,2.0
A3GTLCTTVIMPOL,212,2.0
A1TTA3N401CZTS,101,1.0
A1TTA3N401CZTS,202,1.0
A1TTA3N401CZTS,211,1.0
A19KF02ULCISTQ,100,0.0
A19KF02ULCISTQ,101,0.5
A1GQZQ9TT8RZJZ,100,0.0
A1GQZQ9TT8RZJZ,101,1.0
A1GQZQ9TT8RZJZ,203,0.0
A1GQZQ9TT8RZJZ,222,2.0
A27Y8K3JEAFZIB,200,2.0
A27Y8K3JEAFZIB,202,2.0
A27Y8K3JEAFZIB,211,2.0
A27Y8K3JEAFZIB,212,2.0
AFN5VMMGYPF1I,100,0.0
AFN5VMMGYPF1I,200,0.0
AFN5VMMGYPF1I,202,2.0
AFN5VMMGYPF1I,203,2.0
AFN5VMMGYPF1I,211,1.0
A1N4AZ1QXPOPXH,100,1.0
A1N4AZ1QXPOPXH,101,1.0
A1N4AZ1QXPOPXH,200,1.0
A1N4AZ1QXPOPXH,202,2.0
A1N4AZ1QXPOPXH,211,2.0
A13STUE0VL42FA,200,1.5
A13STUE0VL42FA,202,1.0
A13STUE0VL42FA,203,0.0
AW20BA38TBP8O,200,1.0
AW20BA38TBP8O,203,2.0
APHNYDGTCRN3O,100,0.0
APHNYDGTCRN3O,200,2.0
APHNYDGTCRN3O,202,0.0
APHNYDGTCRN3O,203,1.0
APHNYDGTCRN3O,212,2.0
A109CH3492UU42,203,2.0
A109CH3492UU42,212,2.0
A157M7ERFNYO04,100,1.0
A157M7ERFNYO04,101,1.0
A157M7ERFNYO04,203,1.0
A3V5IIPZ95YVKH,100,2.0
A3V5IIPZ95YVKH,200,1.0
AE7OCYR712K7X,203,1.0
A17HVHGFQW5373,203,0.0
A17HVHGFQW5373,222,1.0
AJW3SRVZK05YB,100,1.0
AJW3SRVZK05YB,203,1.0
A12J4IRF5Z06BT,101,0.0
A12J4IRF5Z06BT,203,1.0
A12J4IRF5Z06BT,212,2.0
A39E9936894TJR,100,0.0
A39E9936894TJR,101,1.0
A39E9936894TJR,203,0.0
A2DIINP8HJJ2BW,100,0.5
A2DIINP8HJJ2BW,101,1.0
A2DIINP8HJJ2BW,200,1.0
A3QDV6539I2V8R,101,1.0
A3QDV6539I2V8R,202,1.0
A3QDV6539I2V8R,222,2.0
A4H1NYJVE7C53,100,0.0
A4H1NYJVE7C53,200,0.0
AYXIDCIGUA037,100,1.0
AYXIDCIGUA037,203,2.0
AYXIDCIGUA037,212,2.0
A1T2F28RSW49J,200,2.0
A1T2F28RSW49J,211,2.0
A1BWR5RBQDZQ16,202,0.0
A1BWR5RBQDZQ16,203,1.0
ATADQXPHL10Y8,203,1.0
A1UY2W2FL9CWN,100,1.0
A1UY2W2FL9CWN,202,2.0
A1UY2W2FL9CWN,211,2.0
A2Y7BO0CROURI4,203,1.25
A2Y7BO0CROURI4,212,2.0
A2KPT0PEUEXCC4,101,1.0
A2KPT0PEUEXCC4,211,1.5
A2KPT0PEUEXCC4,212,0.0
A3BCBEB9IFKK3N,101,1.0
A3BCBEB9IFKK3N,200,0.0
A3BCBEB9IFKK3N,202,2.0
A1BNR1ZAF1QGWG,100,0.6666666666666666
A1BNR1ZAF1QGWG,200,0.0
A2541C8MY0BYV3,200,0.0
A2541C8MY0BYV3,203,1.0
A2541C8MY0BYV3,211,2.0
A2541C8MY0BYV3,212,2.0
A13T61GJTR2Y9B,101,1.0
A13T61GJTR2Y9B,200,1.0
A13T61GJTR2Y9B,202,1.0
A13T61GJTR2Y9B,203,2.0
A1TGSYR7H0PKEI,100,0.0
A1TGSYR7H0PKEI,200,1.0
A1TGSYR7H0PKEI,203,0.0
A1TGSYR7H0PKEI,212,2.0
A3G7GSX2R7723Z,200,2.0
A3G7GSX2R7723Z,202,2.0
A3G7GSX2R7723Z,203,1.0
A3G7GSX2R7723Z,212,1.0
A29XL6EF65TG9T,100,1.0
A29XL6EF65TG9T,101,1.0
A29XL6EF65TG9T,202,1.0
A29XL6EF65TG9T,203,2.0
A29XL6EF65TG9T,212,2.0
A37C9M7J88EWEB,100,1.0
A37C9M7J88EWEB,202,1.0
A37C9M7J88EWEB,203,1.0
A1RTLF0OVZI4QT,100,2.0
A1RTLF0OVZI4QT,101,1.0
A1RTLF0OVZI4QT,212,2.0
A1RTLF0OVZI4QT,222,2.0
A3J5KZUQO0EN8N,101,0.0
A3J5KZUQO0EN8N,200,0.0
A3J5KZUQO0EN8N,211,1.0
A3J5KZUQO0EN8N,212,0.0
A1JV64BL3WCK0G,200,2.0
A1JV64BL3WCK0G,202,2.0
A1JV64BL3WCK0G,203,2.0
A2PXJTMWGUE5DC,200,2.0
A2PXJTMWGUE5DC,202,2.0
A2PXJTMWGUE5DC,212,2.0
A2SMAZGQOV2IAU,202,1.0
A2SMAZGQOV2IAU,203,2.0
A3KQFHKX2NNN9M,200,1.0
A3KQFHKX2NNN9M,203,2.0
A3KQFHKX2NNN9M,211,0.0
A2NFKOH8HAAL1P,100,1.0
A2NFKOH8HAAL1P,200,2.0
A2NFKOH8HAAL1P,202,2.0
A2NFKOH8HAAL1P,203,2.0
A2NFKOH8HAAL1P,212,2.0
A2749DC85C9H0F,100,1.0
A2749DC85C9H0F,202,2.0
A2749DC85C9H0F,203,2.0
A248ARSA6FS20S,100,1.0
A248ARSA6FS20S,101,1.0
A248ARSA6FS20S,203,2.0
A2BO8M77CS3SGZ,101,1.0
